gvkey,year,s_integrity,s_teamwork,s_innovation,s_respect,s_quality
063172,2019,1.6442,2.2274,7.4286,4.6326,1.6696
063178,2019,1.214,0.9818,1.6697,4.854,0.9177
063185,2019,2.1595,2.7075,5.5929,3.8133,6.0993
063186,2019,1.2872,3.6215,6.1432,1.1404,1.5988
063232,2019,2.4342,1.3562,3.0535,3.1261,1.0604
063288,2019,2.6541,1.8448,4.9025,12.886,1.8349
063290,2019,3.7005,4.5135,11.6858,7.2563,6.4122
063338,2019,2.7352,3.2617,7.2554,6.7117,1.6863
063400,2019,2.3434,3.0918,10.9167,3.0358,1.9327
063405,2019,3.1816,5.1538,2.8367,3.104,1.7365
063417,2019,2.532,5.2827,11.8264,2.9776,5.2039
063422,2019,2.8565,0.866,6.1377,4.5951,0.7645
063447,2019,1.443,3.3414,8.9895,1.8296,1.3917
063448,2019,3.3881,3.713,8.0529,1.9041,3.0189
063456,2019,6.1587,2.8932,6.8866,9.6796,1.4414
063477,2019,2.0892,3.3043,1.6086,1.69,3.6048
063490,2019,5.4017,3.0366,16.5603,4.4993,2.4045
063501,2019,2.6114,2.1048,7.086,3.2437,1.9785
063520,2019,2.3986,2.756,7.7619,2.8546,3.2865
063527,2019,2.4846,1.6205,7.5558,6.6921,1.8478
063531,2019,2.6861,4.7475,11.0486,1.3771,4.7133
063541,2019,2.9067,1.6859,2.5251,1.6272,0.3251
063593,2019,2.4973,1.7928,3.8288,4.778,4.3057
063639,2019,2.8338,5.1262,4.5349,0.9793,2.9513
063643,2019,1.3231,2.3349,9.4557,1.9766,1.449
063645,2019,2.9999,4.3312,7.6608,3.9607,1.6113
063650,2019,2.7969,4.8351,5.5037,3.378,1.2489
063669,2019,2.2651,3.9714,6.126,3.2251,1.9062
063700,2019,1.7956,1.8554,2.0524,6.1786,0.6131
063724,2019,2.6116,5.8541,7.4916,4.0528,1.6627
063725,2019,1.8313,1.2476,3.3464,7.3732,1.6013
063739,2019,1.6479,1.0695,7.4004,3.2806,1.7802
063763,2019,1.0174,2.43,8.5286,1.8845,1.1995
063781,2019,2.5935,1.0701,2.5795,1.6712,1.1021
063789,2019,3.5369,4.8629,4.2229,2.9806,2.0868
063847,2019,1.9378,1.5498,2.9257,3.0372,5.0019
063863,2019,2.0429,6.9824,7.6971,4.5664,1.6144
063876,2019,2.0644,2.9368,4.4829,1.1917,7.4087
063892,2019,2.5818,1.9815,5.5459,2.7649,3.0262
063927,2019,2.1074,2.6287,6.3157,4.5127,2.8085
063938,2019,1.3488,3.8681,8.9878,3.0628,4.1869
063952,2019,3.1419,3.1572,3.5756,1.2595,1.3327
063986,2019,1.0978,2.5729,5.4381,3.6024,4.4663
064028,2019,1.0442,2.7327,6.9551,6.747,2.0725
064030,2019,3.0297,1.1008,4.6592,1.9206,2.5561
064061,2019,1.6688,5.3052,5.1871,6.9473,3.3314
064063,2019,3.5011,1.2416,3.3518,1.3909,3.06
064088,2019,1.3266,4.5265,4.5036,0.9075,5.3225
064166,2019,2.4877,3.3099,4.416,4.1113,2.0103
064175,2019,1.842,2.2736,7.7264,4.378,2.6234
064223,2019,1.9727,0.8823,1.8332,1.5606,2.1542
064254,2019,1.2051,1.3862,3.6014,1.1375,3.9376
064302,2019,1.1775,1.7076,3.2386,6.758,2.0806
064306,2019,1.8513,2.3287,4.0818,2.9075,0.6198
064327,2019,3.3171,4.1117,2.7692,1.946,2.8895
064334,2019,2.0254,2.5698,3.1918,8.424,1.1684
064344,2019,1.9288,2.1167,5.3807,4.831,1.2451
064356,2019,1.986,2.0631,6.0975,1.3705,3.8179
064389,2019,1.3897,1.0276,2.3609,0.9188,1.5425
064410,2019,1.6251,1.6324,8.2211,4.3193,1.8874
064480,2019,4.4975,4.0338,8.6178,2.8532,2.3843
064536,2019,2.0888,2.684,5.8559,1.9113,2.054
064547,2019,1.1572,0.7767,4.3452,2.483,1.181
064552,2019,2.1896,2.8944,6.3671,3.0783,0.9149
064568,2019,3.1706,4.6243,3.2968,3.1362,2.7509
064630,2019,2.9192,2.3967,15.4753,4.966,1.3471
064637,2019,2.8943,1.824,2.9305,0.9755,3.1298
064690,2019,1.3426,1.7881,2.7086,1.27,2.4524
064699,2019,2.2935,0.7146,4.068,1.9319,0.7905
064745,2019,1.5526,1.4534,8.8803,5.2066,2.3484
064766,2019,1.4122,3.0239,7.3454,1.7201,2.5062
064768,2019,1.5114,4.8378,9.2534,3.6176,3.5784
064794,2019,1.0164,0.6749,1.9033,3.324,0.6851
064821,2019,3.8718,3.3934,6.1324,3.8593,1.8706
064835,2019,3.6246,2.6125,3.4924,4.9986,1.885
064853,2019,1.2114,2.0266,5.7971,0.9531,2.3255
064857,2019,4.5615,5.5217,8.6906,4.5082,2.0616
064891,2019,1.0711,3.0284,16.4602,2.1173,0.9046
064901,2019,3.1865,5.4909,7.7202,4.9195,2.3574
064915,2019,1.662,0.5691,3.1272,1.7701,3.6056
064925,2019,1.9272,2.6128,5.6526,2.4085,2.0181
064929,2019,1.2938,7.1718,11.6028,8.3892,3.1644
064979,2019,1.7271,2.2214,2.7127,3.446,1.3118
064997,2019,1.7592,0.772,2.9223,3.148,1.8054
065006,2019,1.3944,1.521,1.9867,1.1282,2.2621
065009,2019,3.5986,1.8771,4.5149,3.5805,4.7954
065011,2019,4.7259,2.6457,4.8353,4.2346,3.1285
065021,2019,3.6424,4.1513,10.1976,5.3905,5.2402
065036,2019,1.6023,4.5979,8.9926,2.8706,2.9579
065084,2019,3.4356,4.2945,2.5156,5.4719,4.0687
065106,2019,2.8716,2.3165,3.3694,2.3775,2.0761
065108,2019,1.6558,1.631,5.7175,5.337,1.7743
065176,2019,0.7946,0.7838,1.5002,1.0286,1.2736
065226,2019,1.6433,2.8104,8.2451,5.2841,5.522
065228,2019,0.839,0.2236,1.9036,2.555,0.8099
065248,2019,2.7714,1.9869,2.0859,0.7779,1.7192
065275,2019,2.8143,2.6442,7.2792,11.7359,3.6506
065286,2019,2.2128,2.1276,8.034,1.7699,7.0917
065290,2019,1.7975,1.6863,4.8067,2.0995,1.4545
065343,2019,4.2386,2.6383,9.2589,5.0804,4.1452
065344,2019,2.1114,3.86,6.8066,6.3197,5.3726
065399,2019,0.9511,1.5113,3.5241,1.6352,3.4024
065406,2019,1.1292,2.9383,7.2671,2.2545,3.9739
065417,2019,2.0441,3.0305,10.5844,9.8818,2.2173
065421,2019,2.4754,2.206,6.0847,5.6565,2.2782
065430,2019,0.9914,1.5262,5.6137,2.9468,1.8713
065540,2019,4.0236,4.7165,3.518,3.1777,2.1025
065548,2019,1.9208,1.3637,2.9015,2.4029,0.8563
065552,2019,3.9285,5.0537,8.685,4.3771,5.8827
065556,2019,4.2683,3.3295,4.2199,1.5215,1.0448
065587,2019,5.6008,5.9324,13.0269,5.3729,5.1035
065590,2019,1.893,3.4925,4.2698,1.0002,3.5294
065607,2019,0.9673,2.5951,4.7346,2.164,4.6587
065609,2019,2.523,2.8048,11.1245,3.7436,7.2623
065615,2019,0.9505,1.2899,4.2823,4.8582,0.4681
065640,2019,1.9363,0.3814,2.3385,1.8182,0.8783
065671,2019,2.4841,6.8806,2.9956,2.1038,4.2657
065675,2019,2.3408,4.8752,4.5456,3.9504,4.6015
065689,2019,2.2064,2.2394,1.9772,3.5983,1.0494
065702,2019,2.231,2.0253,3.4542,2.5436,2.2948
065710,2019,2.5033,1.9643,8.3917,2.5182,1.3645
065718,2019,1.0958,1.3633,4.2906,2.6321,3.0897
065732,2019,2.2661,1.7924,6.3572,12.6529,2.0022
065772,2019,1.3775,1.421,4.8197,2.0077,1.5288
065796,2019,1.2482,0.7507,1.4582,2.0474,0.8012
065831,2019,1.3538,1.8788,4.9616,1.8257,2.4135
065850,2019,3.4546,3.4436,10.8009,4.9411,1.6989
065872,2019,4.0794,4.4707,6.5065,8.3339,1.361
065886,2019,1.9408,5.805,10.2796,4.8671,1.3298
065896,2019,3.7851,3.584,5.4341,3.8085,3.7574
065899,2019,5.3432,3.0975,3.0759,2.1521,1.4765
065937,2019,4.2929,2.9399,7.339,3.2099,2.8947
065944,2019,2.8029,6.9918,5.1024,2.8748,1.7322
066016,2019,1.3324,2.1474,5.0713,1.0595,2.7494
066032,2019,0.9059,1.1504,5.4633,1.1123,3.2425
066065,2019,2.3921,2.0067,5.5126,3.2225,2.5114
066085,2019,0.8248,0.4445,4.2822,0.4566,0.4163
066235,2019,1.014,0.8635,1.5912,1.0841,0.5895
066261,2019,5.4129,1.3842,3.0041,3.1461,1.1543
066285,2019,1.3662,0.8708,1.8351,1.8573,0.6473
066290,2019,1.3357,3.1443,7.6761,4.4441,5.5032
066354,2019,1.5784,1.2369,2.4409,1.2704,0.6186
066366,2019,2.0794,5.3936,4.6267,1.7867,0.9719
066368,2019,4.5029,5.4601,3.9615,0.5143,1.2697
066379,2019,3.0552,4.172,7.9051,9.7171,2.5254
066393,2019,1.1496,1.0488,8.8563,1.3564,3.0909
066446,2019,2.2099,1.4474,4.2594,2.2066,1.8232
066586,2019,1.9209,2.3859,4.4335,3.269,5.5355
066588,2019,4.2737,5.8576,3.3865,3.0094,1.2351
066599,2019,2.8937,3.2884,10.5388,9.2871,1.7557
066654,2019,0.6009,0.548,1.0617,0.169,0.1008
066686,2019,3.6791,2.7431,7.3858,2.5063,4.8454
066697,2019,2.8435,6.6594,8.1391,1.8191,1.9875
066731,2019,3.3157,3.6233,3.3731,3.1147,1.1356
066929,2019,2.1779,1.4212,8.9955,2.6416,1.4488
100080,2019,2.085,2.4172,3.2956,1.7754,1.2132
100572,2019,1.8289,3.2411,11.6226,6.4301,1.3378
100737,2019,3.9105,2.2366,4.5717,1.996,2.1204
100873,2019,5.3319,3.4145,15.8666,4.107,2.7534
101204,2019,2.5604,2.5947,5.0518,2.2757,1.128
101310,2019,2.9139,3.3577,6.8837,1.9647,1.6455
101317,2019,2.4462,1.5615,5.8433,4.7452,1.416
103487,2019,4.1779,4.0392,12.2085,6.4401,5.9884
104432,2019,1.5344,0.9914,5.4314,2.9765,2.0704
104833,2019,3.7356,2.3883,6.3277,2.1004,2.5735
105089,2019,2.7605,2.4212,3.2221,1.0089,1.4563
105365,2019,1.8468,2.5405,5.9325,1.9463,4.2954
105394,2019,1.0615,1.6783,6.5429,4.3238,2.4909
105670,2019,1.404,0.8933,2.1926,1.4889,0.7952
105936,2019,1.031,1.4964,6.8441,1.469,1.4512
106126,2019,5.5008,7.3622,7.1054,3.0763,1.9585
107446,2019,2.1295,3.2882,5.6346,4.8087,2.4977
107843,2019,2.1741,6.6539,1.573,0.8622,4.8938
108348,2019,2.5556,3.7935,9.5108,5.6159,5.5306
108391,2019,0.9157,8.3031,3.6033,1.4466,3.0644
108693,2019,2.3717,2.2369,5.4336,6.7738,2.0791
109079,2019,2.5105,3.234,6.3345,10.1762,2.001
109183,2019,2.5567,0.5475,1.7348,2.1062,0.5106
109826,2019,2.129,0.839,10.7226,4.8361,8.2258
109919,2019,3.7615,2.4011,6.2956,14.0676,1.582
110039,2019,1.302,0.9745,2.2605,0.8607,2.9485
110179,2019,1.9692,1.8438,3.264,2.0762,1.674
110529,2019,2.9265,2.3552,6.4423,3.4191,3.6721
110566,2019,1.3167,0.7259,2.4154,0.6104,2.1568
110620,2019,1.7015,4.7306,4.4376,3.4935,1.7927
110685,2019,3.3565,4.6356,6.6939,3.742,1.9624
110728,2019,2.6286,5.2259,6.6055,5.063,1.2671
110732,2019,3.0114,1.3706,2.0326,2.195,0.7926
110760,2019,1.324,1.9305,1.6955,1.7413,7.7085
111000,2019,2.5512,3.5592,6.2346,2.134,3.0492
111103,2019,1.1362,0.8067,2.3996,1.4282,2.0106
111486,2019,1.4569,1.3461,4.0178,0.9044,2.3107
111491,2019,2.2823,3.3189,6.0607,2.2458,1.6524
111534,2019,2.7392,2.4192,8.2569,6.1498,7.8073
111629,2019,3.3237,4.5393,5.3281,4.6792,4.7067
111721,2019,2.7732,2.3041,2.1506,3.5431,1.2691
111864,2019,4.5686,4.5786,11.6212,11.3808,2.9005
111873,2019,2.915,2.5355,14.2007,5.0111,1.9399
111880,2019,1.633,4.0865,10.281,1.8735,3.1123
111974,2019,0.6457,2.2507,14.6575,7.1769,0.888
112030,2019,2.0244,1.1863,6.3766,4.0229,1.8472
112111,2019,2.0661,2.0005,8.1246,7.631,2.1456
112158,2019,0.8707,1.8953,2.8773,1.0398,4.2796
112168,2019,3.2668,1.3682,5.0159,3.2027,1.9258
112819,2019,1.547,3.5161,4.8892,3.7838,2.8884
112876,2019,2.3003,1.0894,3.1949,0.7655,3.1013
113490,2019,1.135,1.7188,2.8712,1.1601,4.1467
114415,2019,1.6731,0.9283,1.8156,4.1672,2.5505
114524,2019,2.0625,3.4282,9.6637,4.2537,1.9469
114628,2019,4.0052,2.5829,8.0418,4.1879,1.852
114698,2019,2.4277,4.1748,7.58,2.6795,6.613
115757,2019,1.7892,0.9781,3.5214,1.6772,2.3808
115766,2019,6.4077,2.2424,2.254,2.1772,0.9469
115876,2019,2.7395,0.8094,1.709,1.5692,0.5939
116029,2019,2.1599,2.1736,3.6909,1.2314,4.2974
116166,2019,6.361,3.9004,8.7935,4.3126,5.4279
116209,2019,3.2247,8.1465,7.2156,5.8697,2.4944
116504,2019,0.9331,0.7802,10.5195,1.6422,1.4372
116772,2019,2.4519,2.8435,9.8935,7.4392,1.4293
116829,2019,7.8091,4.0454,6.7808,8.6508,3.3169
117036,2019,2.6703,1.2529,3.4292,1.7079,1.6094
117141,2019,1.6545,1.3425,2.2078,1.6682,0.9161
117145,2019,2.4619,4.6722,4.6979,6.1134,2.373
117161,2019,1.9259,0.8466,3.0161,2.2815,0.5881
117260,2019,1.799,0.982,2.4264,2.1208,0.8664
117768,2019,1.9369,3.5209,23.3729,3.5964,8.3426
117861,2019,1.572,1.2652,4.5773,0.686,3.952
117902,2019,2.5878,2.1721,10.6988,2.6242,0.6529
118042,2019,2.5195,0.8453,2.8944,2.309,0.9251
118122,2019,2.3532,2.4859,6.5068,1.6679,3.157
118223,2019,2.4682,4.6391,10.0874,2.6306,2.5699
118267,2019,2.5421,4.1804,10.6984,10.3739,1.5882
119173,2019,2.2122,1.8534,9.9397,3.8467,4.5805
119275,2019,1.7509,1.4371,5.8176,1.6642,4.335
119314,2019,1.7794,2.6769,8.4438,2.0757,1.393
119316,2019,0.9743,1.6261,3.7091,0.9352,3.507
119574,2019,1.5933,1.9378,6.6784,2.4703,5.897
120048,2019,1.3391,5.1922,8.9045,4.5621,1.4391
120093,2019,2.4645,0.7916,5.0879,1.0938,3.3373
120301,2019,2.6189,1.432,4.7526,3.9926,1.1139
120358,2019,1.8617,4.4171,5.6367,3.4062,2.7696
120444,2019,0.8717,2.0396,5.7798,1.2731,2.3319
120794,2019,0.3466,2.5785,2.7332,1.0117,2.438
120824,2019,1.5258,1.1882,3.7937,2.4453,2.0346
121077,2019,1.8569,3.4781,11.239,2.1519,6.801
121142,2019,1.5226,1.7909,3.5541,1.5219,1.0426
121382,2019,2.721,0.9548,3.2049,1.1529,2.9028
121440,2019,2.9843,3.4451,5.9633,4.6767,1.8016
121662,2019,1.3004,2.1021,6.5566,3.663,4.6959
121673,2019,2.4917,9.5893,6.5249,2.655,7.6479
121713,2019,3.1085,2.5136,3.5986,2.4772,1.2542
121718,2019,1.7397,2.2865,10.0848,2.4029,7.8836
121759,2019,1.3015,4.4551,5.2406,2.4943,4.6097
121815,2019,2.509,1.9006,4.9941,2.2392,1.2043
121817,2019,1.8659,2.3568,3.2594,2.8535,1.1225
122078,2019,2.6328,2.8518,7.116,2.6658,1.4436
122172,2019,2.1534,2.2346,6.7869,4.57,2.546
122202,2019,3.2037,6.7558,8.2787,7.9022,1.6016
122211,2019,1.0832,0.8403,1.7817,1.0416,1.1283
122257,2019,4.2662,4.0688,3.7227,2.8303,1.7224
122380,2019,2.033,0.702,3.0128,1.9297,2.9002
122394,2019,2.0015,2.7022,5.5323,4.9627,1.2213
122519,2019,1.3395,1.6593,8.9837,3.5327,2.3727
122902,2019,1.4405,2.853,6.0964,2.1553,6.7327
122915,2019,2.1265,1.8524,1.947,1.2159,1.8524
122916,2019,4.1112,4.0869,4.1783,8.2894,3.1598
124036,2019,1.3121,2.7539,7.2038,3.8815,4.095
124046,2019,2.0509,2.2854,2.6613,7.3073,1.2595
124254,2019,1.2798,0.5745,4.802,0.6418,1.3405
124355,2019,0.8759,6.1169,7.7445,4.6216,6.0132
124358,2019,2.8978,2.9088,7.0143,3.8278,3.3506
124434,2019,4.2604,2.8107,10.1365,8.5467,1.0032
124775,2019,1.383,1.0019,2.8057,0.7589,1.2561
125014,2019,2.338,2.9026,6.5527,4.1602,7.2806
125240,2019,2.0198,3.522,11.0965,5.7595,1.0769
125595,2019,2.6935,2.1658,7.3845,2.7606,6.1494
125600,2019,5.0779,6.8695,3.6422,2.5662,3.2327
125601,2019,1.2045,0.9741,5.8456,5.4302,0.9263
125604,2019,2.2302,2.9466,5.0839,1.9758,5.7938
125794,2019,2.4117,6.2103,5.1679,6.062,3.3221
125975,2019,3.8526,2.7341,8.5588,3.8931,1.4129
126020,2019,8.8843,3.4342,3.9766,7.9354,2.8555
126056,2019,1.7482,2.797,4.872,1.742,5.1295
126136,2019,1.7198,2.0776,8.7263,2.1593,5.8013
126296,2019,1.7077,3.3491,11.7547,3.2428,2.2034
126318,2019,2.7669,4.0835,9.2954,2.5852,2.8525
126423,2019,1.3627,1.6625,5.7753,0.648,3.0965
126554,2019,1.7961,1.861,6.1837,1.3225,2.2132
126555,2019,2.7151,1.8366,1.9258,2.6598,0.983
126718,2019,2.2371,6.4468,11.0544,3.712,3.964
126721,2019,2.0589,1.3351,3.067,1.693,0.7719
127377,2019,2.2418,3.0254,7.5932,4.6612,1.2133
128978,2019,1.562,1.0815,4.0712,0.797,3.8673
129441,2019,4.5967,2.9811,3.2752,15.8749,1.7268
129466,2019,6.4317,7.1112,7.1401,5.6103,1.9683
129823,2019,2.9827,1.1903,9.5716,0,1.506
132740,2019,1.1529,1.7185,2.8646,0.721,2.2786
133288,2019,1.4364,3.204,9.6959,0.9731,4.808
133366,2019,2.1203,1.8894,4.5332,4.5155,1.2335
133367,2019,2.4658,1.8513,7.1768,2.9155,1.1464
133468,2019,1.6139,4.4518,5.173,7.4791,0.7849
133504,2019,0.9066,2.0127,2.2106,1.3391,1.9846
133726,2019,1.4327,1.0862,3.459,0.7689,1.5574
133766,2019,2.6326,5.5421,16.2599,5.9103,4.1215
133768,2019,1.9615,0.8227,4.08,1.3962,1.2421
133844,2019,8.6571,5.8514,7.6288,7.6314,2.9375
133868,2019,5.0237,9.383,4.5722,2.5426,1.4286
133869,2019,2.3421,4.078,15.6377,8.6174,2.8701
133871,2019,3.8339,4.5875,7.702,3.2293,1.8558
133885,2019,2.5112,4.5691,4.231,2.177,0.787
134044,2019,2.8427,8.4314,5.6246,1.5721,1.9301
134932,2019,1.0949,1.0208,3.164,0.3653,1.782
135044,2019,1.6658,5.3974,9.8635,2.1934,2.8277
135484,2019,1.8205,1.9996,5.2432,2.8568,2.2278
135788,2019,1.6141,3.1273,5.1844,0.8669,4.6115
135844,2019,5.0101,1.5439,5.9776,4.6301,10.131
135965,2019,3.3348,2.5391,5.5428,1.2507,5.5514
135990,2019,2.542,1.7637,8.3751,1.1618,1.3915
136186,2019,4.5476,4.3532,6.028,6.6577,2.1616
136648,2019,0.8712,2.0076,8.3808,0.899,3.9114
136725,2019,2.192,4.0537,9.4324,4.5132,3.2123
137024,2019,1.1803,1.2317,3.4527,0.9662,3.1013
137131,2019,2.585,3.0895,8.1365,2.5826,2.1305
137310,2019,1.4194,2.1318,7.349,0.7982,3.8819
137351,2019,1.0999,0.6744,0.9606,1.2648,0.5115
137373,2019,2.0842,1.8731,4.2443,1.4777,5.1887
137432,2019,1.2468,1.5029,7.4683,0.8782,2.3205
137435,2019,3.3978,9.232,17.4764,3.7609,2.9869
137573,2019,0.8561,1.0342,5.2093,1.4096,2.1792
137602,2019,0.3778,1.241,8.9185,0.726,3.1134
137609,2019,2.7851,1.4445,5.7242,2.2774,3.4152
137611,2019,3.3416,6.1031,8.3576,2.5048,0.7517
137874,2019,2.1681,1.971,3.9064,2.5349,4.6778
137943,2019,2.0356,2.3187,6.3277,2.8963,0.7523
138122,2019,2.4204,5.2167,5.9827,2.3291,1.2194
138205,2019,1.083,4.4448,4.7758,1.5006,2.7587
138341,2019,0.3311,4.2719,5.9152,1.174,2.1067
138467,2019,0.8631,2.9492,6.2623,1.1501,4.5894
138483,2019,0.8846,2.1599,4.7305,0.8428,2.5572
138608,2019,6.1518,7.8448,6.6856,3.1845,1.0992
138707,2019,3.4606,6.2247,10.8669,5.5902,3.2681
138743,2019,2.4363,4.2465,7.1449,1.7371,3.2197
138961,2019,1.9586,3.5771,4.9243,1.5704,4.3955
139025,2019,2.1768,1.4846,3.124,5.2289,1.0731
139201,2019,6.8174,3.9659,6.3607,4.0728,1.1765
139665,2019,5.3115,3.074,5.7424,2.1542,1.0923
139804,2019,1.2813,0.9088,5.1035,0.4522,5.1671
140044,2019,1.8571,3.8538,4.0202,2.9384,0.9124
140073,2019,2.3444,3.1208,8.9893,2.3869,7.5387
140541,2019,3.0667,4.302,18.2096,8.642,2.0651
140568,2019,1.7281,6.7802,6.4945,1.8125,2.9031
140902,2019,2.8171,4.5035,1.5156,1.901,1.879
140910,2019,4.192,3.7767,7.3318,4.7817,4.7489
140982,2019,4.801,5.7578,5.2298,5.7341,2.2459
140988,2019,1.3802,0.5766,5.8273,3.6358,3.2589
141178,2019,1.3983,3.2558,6.4197,2.5637,4.6493
141197,2019,2.0568,3.926,4.4263,2.7967,0.5281
141277,2019,3.0591,4.9257,6.2902,8.8554,1.4664
141359,2019,4.5834,3.0256,11.279,10.8685,3.7929
141363,2019,1.0059,1.8783,0.7953,1.0508,3.2933
141384,2019,2.2489,2.3286,5.1173,5.1132,1.5071
141459,2019,0.6555,1.9409,4.6528,1.276,4.499
141460,2019,2.5726,4.0092,3.8401,5.1344,0.8316
141469,2019,0.9294,5.1342,3.547,1.8746,1.2481
141496,2019,3.9996,6.3628,4.5539,4.6925,3.5628
141846,2019,3.0252,3.3061,4.9741,3.3057,0.878
141913,2019,1.5978,5.3458,10.1901,3.9165,1.2723
142088,2019,1.4111,0.9201,1.8629,3.5272,0.7027
142230,2019,1.4077,3.2212,2.3708,0.5765,1.5365
142248,2019,1.3594,1.194,4.9453,1.4748,3.4536
142260,2019,3.2967,1.9151,5.2657,1.8788,5.5287
142337,2019,3.8524,1.1527,2.5993,2.4542,2.2407
142460,2019,2.6819,3.0555,3.5939,1.8123,3.9011
142546,2019,2.2771,0.5357,3.8772,2.8854,3.548
142814,2019,0.8994,1.6934,5.8879,2.4432,1.9801
142953,2019,2.8727,0.9416,5.8632,1.9405,1.9854
142956,2019,2.0502,4.2227,8.2996,2.8027,4.6099
143356,2019,2.9529,1.8338,5.1502,1.7813,0.8076
143357,2019,1.942,2.3488,16.3814,5.1583,2.8288
143421,2019,1.8048,1.6592,9.3533,7.5245,1.241
143710,2019,3.4874,3.9998,3.0682,4.4936,3.4798
143912,2019,2.4747,4.337,7.1738,4.4781,4.1447
143974,2019,2.737,2.9661,6.6196,2.6414,1.403
144009,2019,1.7348,0.5278,2.5305,2.466,0.6423
144396,2019,1.648,3.8622,10.5954,11.0939,1.2601
144435,2019,3.4421,1.7146,5.8535,2.0501,1.9963
144436,2019,1.9347,1.482,4.4198,1.8584,2.9869
144437,2019,2.9998,3.0516,7.2422,2.7213,4.7834
144496,2019,1.7428,1.3829,3.4169,2.265,0.6149
144520,2019,1.6719,2.7398,5.5849,8.3933,4.4938
144559,2019,2.8294,1.9188,8.4593,4.549,2.934
144640,2019,3.2966,0.8366,6.7862,2.514,2.6873
144998,2019,1.9852,1.9895,7.3052,4.8699,3.78
145024,2019,2.6372,2.3747,4.2588,2.5195,1.1791
145041,2019,1.4229,1.0649,4.4603,0,0.5205
145046,2019,3.5858,3.2562,6.2688,4.1233,1.4489
145049,2019,2.0821,4.3292,10.6914,2.9356,1.5334
145080,2019,2.6352,1.6733,1.8833,5.3707,1.4959
145308,2019,2.7821,4.502,13.9611,8.54,1.3884
145552,2019,3.4536,1.8921,3.0063,3.703,0.5328
145701,2019,3.0001,1.9396,5.8017,4.9227,0.9259
145977,2019,1.6169,2.3719,8.2,3.5918,3.7057
146017,2019,2.0688,1.1884,5.9887,2.7053,3.1286
146140,2019,2.2055,1.9011,3.857,2.6872,1.1715
146171,2019,3.8672,2.665,6.8335,5.355,4.1187
146616,2019,5.4082,3.3727,4.382,4.5218,0.849
146648,2019,3.0668,2.8802,6.2895,5.0315,1.7721
147183,2019,6.3764,3.7319,7.285,4.1038,2.257
147204,2019,2.3528,2.7258,5.5325,4.7741,4.7496
147242,2019,6.4268,4.6352,11.7465,4.6414,8.5281
147303,2019,2.2471,4.038,9.9561,4.2993,3.3327
147305,2019,1.9031,1.7496,5.0379,1.9809,3.1865
147579,2019,2.7995,3.3345,17.4146,7.7216,1.8803
147849,2019,1.8335,2.0687,4.3577,3.4603,2.9241
147868,2019,8.4535,6.8468,10.482,6.5126,2.2725
147988,2019,2.3119,1.8311,4.4571,1.8251,1.2017
148219,2019,4.047,4.2705,5.7512,5.5196,1.6304
148223,2019,1.2349,2.1165,2.7403,1.135,1.037
148239,2019,23.7953,10.3417,1.4315,3.5894,1.938
148349,2019,2.1871,1.1834,1.925,1.5737,2.1367
148350,2019,2.759,3.3879,4.3589,6.1949,0.9356
148390,2019,0.8996,1.7457,7.1049,1.2971,3.0401
148391,2019,1.1436,1.4129,11.7455,3.0378,2.2773
148396,2019,4.1117,5.3982,10.184,0.8788,7.74
148470,2019,1.4414,1.6735,7.9441,7.1143,2.5353
148950,2019,2.0725,0.8814,2.922,1.3825,3.7138
149070,2019,2.8724,3.1713,7.8318,2.8121,1.9882
149082,2019,5.4862,4.5308,13.6685,10.6452,1.163
149177,2019,2.5967,3.8577,5.1312,3.273,2.0305
149318,2019,2.0167,2.1072,4.0362,2.5417,2.0303
149337,2019,3.9438,4.6805,8.1855,2.5792,1.9708
149360,2019,5.5094,2.0102,10.7697,3.068,2.1498
149618,2019,2.0974,1.6244,2.4455,3.5879,1.0575
149683,2019,2.9041,8.3331,4.5435,1.0036,4.9228
149721,2019,1.3113,2.8422,5.5787,7.6331,13.1566
149738,2019,2.0983,2.2395,4.3958,1.5553,0.7912
150139,2019,1.035,1.9671,6.4921,2.4336,2.4929
150201,2019,0.4389,2.1092,3.3687,1.031,2.8306
150258,2019,3.9544,2.3464,4.0556,1.79,2.3264
150278,2019,0.6702,1.8979,4.6594,2.8248,1.0533
150279,2019,3.4926,1.148,2.5613,2.4906,0.7257
150306,2019,2.4353,1.4678,4.9676,3.6819,1.1117
150477,2019,4.1407,1.9702,3.1684,4.1806,0.7762
150481,2019,1.3531,0.5864,3.7491,1.5049,3.7492
150562,2019,1.4532,0.3868,1.8862,0.8976,5.5363
150699,2019,5.28,1.4395,6.5187,1.5394,2.1985
150761,2019,4.007,5.2995,7.6119,7.9323,1.6284
150837,2019,2.3212,1.3099,1.6446,1.5509,2.4408
150937,2019,0.8249,1.145,2.8577,0.9247,3.823
151630,2019,2.8805,6.6619,2.6531,1.8477,0.5344
151933,2019,2.3023,2.9606,3.9175,1.5453,2.4025
152149,2019,2.0511,1.3759,3.9569,1.8533,1.1758
153128,2019,0.9469,3.6781,3.7681,6.4463,0.4919
154039,2019,1.592,1.059,4.3744,2.996,3.5061
154357,2019,1.9164,1.1488,3.5381,1.4802,2.1414
154739,2019,1.8554,2.0252,2.1865,2.6146,1.4131
154758,2019,2.3703,4.6093,7.0378,6.4867,2.5357
155280,2019,0.5542,1.8494,1.0841,1.7128,6.056
